Date,0t23,2q23,0e24,124,2t24,0q25,525,0q25,225,0e26,124,0t26,4e27,1q27,4q27,0e28,1q28,628,0h29,0s29,0t30,4t30,0q31,132,4q32,0s33,4h34,0f35,4q36,1t37,4t38,1e39,4q39,4q40,1q41,4h42,3q44,3h45,0s46,4q46,1h47,1t49,4q49,0f50,1q51,3t52,1h53,1f54,4q55,1t57,460,0h61,2h65,3h68,1f71,1e73
11/23/2021,-37.671,-35.434,-38.634,-46.137,-43.769,-38.812,-42.775,-47.863,-43.083,-40.036,-39.004,-30.059,,-32.107,-27.943,-25.615,-23.506,-22.262,-14.407,-13.605,-5.315,-6.885,2.766,,5.042,8.249,13.991,22.813,18.062,25.519,21.533,31.105,23.936,27.211,32.662,27.351,30.273,30.556,34.606,32.261,31.923,29.585,28.09,29.14,31.958,27.87,27.931,30.925,26.005,27.695,22.986,26.684,24.48,23.798,22.02,
11/22/2021,-41.235,-38.934,-41.814,-49.119,-46.539,-41.701,-45.33,-50.679,-46.409,-42.957,-41.943,-32.168,,-34.177,-30.163,-28.252,-25.753,-25.183,-16.916,-15.095,-7.793,-9.578,0.385,,3.171,5.305,13.599,22.573,17.33,24.656,20.628,30.066,23.388,25.218,31.37,27.252,30.055,30.332,34.104,30.87,31.099,28.681,26.858,27.815,30.852,26.82,26.936,30.405,25.994,27.574,22.26,26.49,24.47,23.25,20.939,
11/19/2021,-41.982,-38.906,-42.347,-48.902,-45.864,-41.112,-44.616,-49.8,-46.373,-42.837,-41.525,-31.994,,-34.706,-30.351,-28.111,-25.967,-25.155,-16.788,-15.917,-7.825,-9.875,-0.873,,2.18,5.161,13.806,22.282,16.692,24.173,20.116,28.687,22.331,24.729,30.276,26.164,29.083,29.056,33.334,30.441,30.187,28.466,26.131,27.857,30.512,26.866,26.184,29.72,25.473,26.841,22.464,25.837,23.952,23.215,20.866,
11/18/2021,-39.448,-36.986,-39.926,-46.919,-43.929,-39.953,-42.804,-47.766,-44.623,-41.262,-40.212,-30.155,,-33.102,-28.751,-26.56,-24.975,-23.701,-15.787,-14.799,-7.303,-8.641,0.228,,3.096,5.244,14.723,23.452,17.884,25.463,20.935,29.565,23.341,25.903,31.064,27.043,30.618,31.05,34.807,31.493,31.725,29.809,28.066,29.478,31.562,28.307,27.994,31.177,27.628,28.405,24.399,28.269,25.805,25.328,23.271,
11/17/2021,-38.924,-37.06,-40.654,-47.929,-45.988,-41.759,-44.659,-49.633,-46.496,-42.432,-41.623,-32.098,,-34.004,-29.754,-27.841,-25.977,-24.812,-16.595,-15.723,-8.158,-9.427,-0.892,,2.085,4.304,12.592,20.93,15.607,23.022,18.704,27.068,21.432,24.129,29.507,25.918,29.131,29.049,32.937,30.271,30.729,28.9,26.262,28.684,31.113,26.889,26.338,30.011,26.51,27.534,23.036,26.714,24.413,23.646,21.517,
11/16/2021,-39.583,-38.397,-42.306,-49.827,-48.765,-44.495,-47.681,-51.789,-48.664,-44.741,-43.876,-34.579,,-36.079,-31.981,-29.465,-27.758,-26.69,-19.116,-17.77,-10.239,-11.465,-2.217,,0.033,2.624,10.072,18.079,13.083,20.299,16.321,24.04,18.485,22.08,27.53,23.024,26.821,26.975,31.714,27.377,27.978,26.489,23.67,25.894,28.486,25.61,23.934,27.743,24.416,25.468,21.636,24.824,22.69,21.576,20.121,
11/15/2021,-36.373,-34.912,-38.819,-45.565,-43.929,-39.667,-42.873,-47.082,-44.24,-41.253,-40.381,-30.744,,-32.013,-28.174,-26.322,-24.318,-23.174,-15.666,-14.777,-7.527,-8.738,-0.477,,2.504,5.075,12.077,20.15,15.519,22.707,17.99,26.83,20.616,23.622,29.572,25.932,28.443,28.6,31.964,28.745,30.043,28.937,26.724,29.384,31.167,27.36,26.64,30.983,28.482,29.686,24.738,29.001,26.749,25.751,23.633,
11/12/2021,-41.32,-39.278,-43.101,-50.376,-48.981,-44.043,-47.294,-51.077,-48.077,-43.556,-42.44,-33.177,,-33.833,-29.764,-28.207,-25.945,-24.895,-17.252,-16.59,-9.004,-10.637,-1.938,,0.924,3.531,11.021,18.24,13.347,20.686,16.244,24.668,19.047,22.193,27.34,23.79,26.283,26.391,30.275,27.018,27.742,27.094,24.553,27.186,29.099,25.698,24.81,28.951,26.267,27.186,23.051,26.738,24.462,23.445,21.643,
11/11/2021,-37.332,-35.905,-40.23,-46.904,-46.182,-42.015,-45.125,-48.965,-46.49,-42.27,-41.696,-32.527,,-33.843,-29.612,-28.845,-26.292,-25.558,-18.793,-17.675,-9.888,-11.527,-2.786,,0.09,2.672,9.233,16.619,11.701,19.036,14.739,23.087,17.597,20.644,26.247,22.383,24.9,24.712,28.659,25.578,26.204,25.499,22.768,25.791,27.574,23.983,23.378,27.195,24.713,25.794,21.627,25.686,23.358,22.538,21.009,
11/10/2021,-34.812,-33.633,-36.943,-43.657,-42.373,-38.555,-42.088,-44.98,-42.149,-38.978,-38.269,-28.474,,-30.194,-25.432,-25.279,-22.816,-22.014,-15.327,-14.192,-6.059,-8.066,0.803,,2.702,5.59,11.931,19.077,14.539,21.588,17.477,26.093,20.45,22.864,28.461,24.939,27.849,27.234,31.808,28.113,28.367,28,25.349,27.954,30.535,26.467,25.52,29.77,26.89,27.966,23.712,27.678,25.48,24.461,23.344,
11/9/2021,-40.809,-39.161,-41.911,-48.196,-46.981,-42.416,-46.301,-48.76,-45.295,-40.597,-39.419,-29.525,,-30.578,-26.112,-24.688,-22.225,-21.4,-13.6,-13.231,-4.762,-6.761,3.286,,4.457,6.889,11.618,18.638,13.927,21.188,17.483,25.341,20.226,22.665,28.571,24.408,27.109,27.218,31.319,28.05,28.257,28.122,24.925,28.498,30.045,26.074,25.497,30.014,26.47,28.149,23.283,28.508,25.483,24.582,23.889,
11/8/2021,-41.419,-40.085,-41.169,-47.662,-45.4,-41.174,-44.892,-46.951,-43.943,-39.009,-38.575,-29.064,,-28.786,-25.003,-22.877,-20.666,-19.83,-12.178,-11.764,-3.899,-5.414,2.871,,5.173,6.725,12.913,19.412,15.826,22.046,18.455,26.511,21.233,23.695,28.684,25.402,27.911,28.064,31.96,29.114,29.08,28.298,26.02,28.934,30.693,27.087,25.918,30.263,27.717,28.752,24.556,28.768,26.62,25.412,24.321,
11/5/2021,-38.857,-37.224,-37.024,-42.983,-41.194,-37.457,-41.752,-43.52,-40.607,-36.401,-36.559,-27.313,,-27.848,-24.352,-22.513,-20.685,-19.342,-12.282,-12.061,-4.756,-5.95,2.342,,4.473,5.54,12.663,19.266,15.641,21.828,18.742,26.512,21.03,23.632,28.172,25.597,28.36,28.271,32.406,29.396,29.485,28.98,26.692,29.508,31.714,27.883,26.239,30.535,28.237,29.46,25.107,29.462,27.124,26.589,25.705,
11/4/2021,-38.407,-37.025,-33.72,-39.619,-38.202,-34.009,-38.088,-39.932,-37.323,-33.937,-34.446,-24.971,,-24.976,-21.005,-19.143,-18.338,-16.826,-10.822,-10.771,-4.113,-4.974,2.307,,5.061,5.153,14.084,19.163,16.14,21.903,18.703,26.184,21.427,23.539,28.023,25.405,28.453,28.157,31.948,29.467,29.095,28.399,26.618,28.893,30.695,27.493,25.501,29.622,27.92,28.383,24.514,27.884,26.137,25.441,24.252,
