Date,0t23,2q23,0e24,124,2t24,0q25,525,0q25,225,0e26,124,0t26,4e27,1q27,4q27,0e28,1q28,628,0h29,0s29,0t30,4t30,0q31,132,4q32,0s33,4h34,0f35,4q36,1t37,4t38,1e39,4q39,4q40,1q41,4h42,3q44,3h45,0s46,4q46,1h47,1t49,4q49,0f50,1q51,3t52,1h53,1f54,4q55,1t57,460,0h61,2h65,3h68,1f71,1e73
2/14/2022,-38.581,-36.338,-40.138,-47.182,-44.878,-42.752,-44.22,-46.96,-43.25,-42.354,-40.172,-30.671,,-31.432,-27.124,-25.948,-21.586,-20.763,-12.947,-13.104,-4.53,-7.954,4.617,9.719,6.661,13.755,17.527,25.921,20.44,28.737,23.604,32.192,25.55,28.926,35.46,30.81,33.395,33.769,37.798,34.395,35.663,34.347,32.735,34.136,36.348,32.793,31.994,34.067,31.107,32.005,26.703,29.783,27.321,27.804,26.172,24.97
2/11/2022,-39.471,-35.935,-41.398,-46.301,-44.074,-41.955,-43.507,-46.425,-42.611,-42.411,-39.181,-30.564,,-31.197,-26.711,-24.913,-21.511,-20.339,-13.07,-12.931,-4.491,-7.001,4.72,9.809,6.915,13.285,17.083,25.533,19.916,28.136,23.559,32.196,25.693,29.103,35.42,31.369,34.031,33.837,37.874,34.825,36.118,34.327,32.889,34.142,36.633,32.936,32.425,34.299,31.395,32.43,26.631,29.891,27.326,27.503,26.242,24.551
2/10/2022,-33.29,-29.512,-33.177,-38.251,-36.656,-34.151,-34.936,-38.4,-36.152,-35.693,-34.869,-26.135,,-26.924,-22.801,-22.454,-19.592,-18.231,-11.956,-12.155,-4.59,-6.901,3.489,8.433,5.86,11.119,16.814,23.888,18.483,26.722,22.195,30.209,24.623,27.792,33.512,29.473,32.55,33.511,36.388,33.376,34.161,33.057,31.518,33.475,35.48,32.492,30.581,32.948,30.802,30.199,25.01,27.626,25.578,25.601,24.35,22.373
2/9/2022,-33.371,-29.714,-32.085,-37.147,-35.187,-33.019,-34.392,-37.535,-34.681,-33.827,-32.192,-23.599,,-24.658,-20.262,-19.591,-17.27,-16.203,-9.274,-9.947,-3.14,-5.102,4.995,9.825,7.321,11.369,16.794,24.397,19.749,27.073,22.689,30.165,24.698,27.833,33.774,29.98,33.068,33.302,36.626,34.114,34.616,33.299,32.027,32.977,35.718,32.098,30.819,33.38,30.304,30.638,25.882,28.001,26.264,26.021,23.985,
2/8/2022,-29.625,-26.788,-28.22,-33.615,-31.838,-28.861,-30.143,-33.196,-30.703,-30.593,-28.996,-20.396,,-20.784,-16.398,-16.64,-14.069,-12.915,-6.844,-7.281,-0.954,-3.48,6.126,11.209,8.753,13.136,18.325,25.937,21,28.639,24.427,31.591,26.002,29.183,34.867,31.433,34.512,35.072,38.069,35.61,36.424,35.153,33.973,34.632,37.272,33.686,32.577,34.449,32.016,32.508,27.425,29.458,27.397,27.915,25.848,
2/7/2022,-31.142,-28.137,-29.356,-34.692,-32.603,-29.22,-30.354,-33.001,-30.357,-29.96,-27.575,-18.851,,-19.244,-15.019,-15.399,-12.808,-11.892,-6.284,-6.414,0.088,-2.369,7.241,12.038,9.451,13.991,18.988,26.564,21.728,29.471,24.833,32.825,26.867,30.067,35.748,32.16,34.633,35.364,38.586,35.918,37.043,35.662,34.355,35.278,37.893,34.298,33.252,35.196,32.43,32.747,27.883,30.105,28.246,28.311,26.617,
2/4/2022,-32.494,-30.058,-30.007,-35.253,-32.815,-30.205,-30.564,-33.689,-30.618,-28.95,-27.038,-18.436,,-19.122,-14.839,-15.53,-12.757,-11.726,-5.807,-6.59,0.559,-1.814,7.387,12.632,10.144,14.293,18.234,25.73,20.748,28.257,23.956,31.755,26.151,29.755,35.541,31.989,34.498,35.373,38.868,35.381,37.03,36.256,34.506,35.777,38.64,34.809,33.837,36.071,32.708,33.044,28.028,30.634,29.203,29.001,28.002,
2/3/2022,-34.531,-30.257,-32.195,-37.339,-35.384,-32.901,-32.734,-36.101,-33.67,-31.295,-29.432,-20.966,,-21.64,-17.091,-16.948,-14.858,-13.128,-6.515,-6.755,0.379,-1.738,6.841,12.15,9.403,13.641,17.552,25.078,19.613,27.758,23.535,31.244,25.942,29.388,34.84,31.748,34.722,35.164,38.595,35.752,37.432,36.09,35.076,36.074,38.87,34.737,34.811,36.746,33.24,33.559,28.388,31.945,29.496,29.901,28.809,
2/2/2022,-28.306,-25.78,-27.317,-33.109,-33.194,-31.349,-31.168,-35.304,-32.737,-30.827,-29.431,-21.609,,-22.236,-17.663,-17.102,-14.33,-13.551,-7.539,-7.35,-0.809,-3.056,6.03,10.405,7.86,12.097,15.772,23.612,18.057,25.598,21.772,29.427,24.663,27.626,33.313,29.98,32.965,33.864,37.132,34.83,35.65,34.598,33.514,34.815,36.497,33.087,32.251,34.431,31.794,32.02,26.98,29.065,27.548,28.115,26.496,
2/1/2022,-26.813,-24.807,-27.14,-33.142,-32.519,-31.138,-31.129,-34.983,-32.431,-30.472,-29.014,-20.6,,-21.37,-17.087,-15.678,-13.259,-12.022,-5.879,-5.988,0.678,-1.56,7.077,12.488,9.824,13.457,18.146,25.835,20.857,28.417,24.466,32.344,27.22,30.541,35.814,32.607,35.888,36.572,39.187,36.89,38.276,36.88,35.66,36.375,38.876,35.697,34.445,36.611,33.998,33.702,29.514,31.645,29.954,30.322,28.251,
1/31/2022,-27.807,-25.757,-28.351,-34.059,-33.146,-31.093,-30.932,-34.949,-32.642,-30.256,-29.016,-20.488,,-21.935,-17.204,-15.793,-13.53,-12.228,-5.779,-5.59,0.963,-1.2,7.405,12.573,9.958,13.75,18.983,26.955,22.118,29.49,25.584,33.494,28.373,31.674,36.816,33.35,37.415,37.706,40.53,38.16,39.374,38.241,37.023,37.423,40.36,37.137,35.87,37.405,34.884,34.883,30.399,32.656,30.924,31.227,29.163,
1/28/2022,-30.722,-28.447,-30.675,-36.022,-34.663,-32.461,-32.481,-36.468,-34.227,-32.09,-30.447,-21.946,,-23.391,-18.874,-17.236,-14.95,-13.593,-7.041,-6.844,-0.249,-2.203,6.267,11.43,8.798,12.124,16.797,24.768,19.78,27.36,23.678,31.397,26.168,29.844,34.522,31.414,34.946,35.286,37.952,35.721,36.986,35.438,34.242,34.89,37.579,34.548,33.081,35.119,32.145,31.92,27.678,30.013,27.811,28.343,26.797,
1/27/2022,-28.467,-26.456,-28.159,-33.244,-32.022,-30.046,-29.987,-34.031,-31.661,-29.464,-28.598,-20.749,,-21.494,-16.857,-16.167,-13.533,-12.385,-5.972,-6,0.329,-1.873,6.878,11.876,9.46,12.767,17.175,25.144,20.158,27.337,24.262,32.131,26.979,29.861,35.61,32.201,35.752,36.242,38.81,36.51,37.178,36.752,35.379,36.416,38.812,35.421,34.57,35.927,33.555,33.831,28.922,30.914,29.352,30.135,28.425,
1/26/2022,-28.977,-26.441,-28.583,-33.836,-32.52,-31.44,-31.445,-35.654,-33.481,-31.259,-30.795,-21.951,,-23.651,-19.242,-17.521,-15.202,-14.024,-7.452,-7.613,-1.547,-3.397,4.977,9.503,7.569,10.616,15.8,23.51,18.679,26.256,22.966,30.488,25.588,28.993,33.947,30.626,34.535,34.742,37.263,35.215,36.273,35.06,33.778,34.522,37.028,34.279,32.687,34.643,31.866,32.056,27.513,29.826,28.028,28.3,26.525,
1/25/2022,-28.487,-26.063,-28.172,-33.345,-31.485,-30.606,-30.695,-34.795,-32.581,-31.015,-30.539,-21.694,,-22.997,-18.126,-17.11,-15.054,-13.715,-7.014,-7.294,-1.067,-3.235,5.34,9.852,7.769,11.341,15.676,23.58,18.266,26.292,22.584,30.362,25.171,28.876,33.907,30.638,34.482,34.556,37.168,34.912,35.91,34.774,33.238,34.391,36.814,33.976,32.55,34.35,31.296,31.647,27.144,29.293,27.206,27.486,25.594,
1/24/2022,-28.836,-26.344,-28,-32.694,-30.845,-29.952,-29.961,-34.448,-32.108,-30.614,-30.152,-21.289,,-22.645,-17.878,-16.453,-14.889,-13.362,-7.193,-7.201,-0.778,-3.183,5.729,9.847,7.537,11.178,15.001,23.897,18.084,26.486,22.415,30.889,24.997,29.114,34.107,30.205,33.659,34.213,36.561,34.795,35.596,34.261,32.61,33.839,36.466,33.461,31.965,33.855,30.539,30.905,26.118,28.911,26.615,27.046,25.145,
1/21/2022,-28.924,-26.272,-26.814,-31.857,-29.428,-27.669,-27.661,-32.164,-29.34,-28.236,-27.735,-19.071,,-20.286,-16.161,-14.732,-13.197,-11.602,-5.052,-4.972,0.806,-1.446,7.102,12.049,9.549,12.992,17.531,25.919,19.993,28.173,24.448,31.78,27.193,30.376,35.451,31.801,35.523,35.582,37.985,35.871,36.348,35.279,34.419,34.682,37.669,34.79,32.85,34.953,32.202,31.954,27.594,29.589,27.572,28.149,26.196,
1/20/2022,-30.487,-27.651,-28.522,-33.064,-30.626,-28.148,-27.267,-32.202,-29.57,-27.45,-27.388,-18.516,,-19.509,-15.103,-13.848,-12.496,-11.15,-3.897,-4.191,1.535,-0.562,8.028,12.26,10.297,13.406,17.709,25.972,20.649,28.06,24.112,31.823,26.488,30.224,34.554,31.821,35.099,35.148,37.098,35.316,35.893,34.804,33.647,34.025,36.798,34.015,32.32,34.644,31.525,31.757,27.212,28.931,27.181,27.521,25.544,
1/19/2022,-29.748,-26.781,-27.562,-32.278,-30.169,-26.641,-26.124,-31.88,-29.203,-27.106,-26.599,-18.356,,-19.045,-14.594,-13.183,-12.271,-10.481,-3.535,-4.031,1.872,-0.081,7.535,12.12,9.689,13.515,17.243,25.526,20.303,28.062,23.886,31.369,26.222,29.88,34.564,31.363,34.308,34.422,36.608,34.675,35.303,34.02,32.821,33.135,36.334,33.414,31.604,33.816,30.754,30.992,26.211,28.907,26.513,27.191,24.996,
1/18/2022,-27.802,-25.136,-27.097,-30.514,-29.216,-26.11,-25.576,-31.284,-28.601,-26.694,-26.163,-18.525,,-19.424,-15.062,-13.998,-12.653,-11.614,-4.52,-4.853,0.248,-1.368,6.409,10.596,8.358,12.128,16.021,24.124,18.705,26.76,22.786,29.818,24.872,28.299,32.66,29.314,32.225,32.32,34.829,33.104,33.649,32.374,31.11,31.178,34.455,31.817,29.443,31.732,28.936,29.54,25.055,27.109,24.915,24.889,23.421,
1/17/2022,-29.397,-25.201,-27.628,-31.863,-29.288,-26.895,-26.153,-31.706,-28.909,-26.547,-26.471,-18.321,,-19.798,-15.413,-14.646,-13.61,-12.247,-4.954,-5.769,0.492,-1.455,6.118,10.488,7.938,11.572,15.61,24.405,18.805,26.516,22.352,30.013,25.016,28.301,32.588,29.459,32.311,32.388,34.791,32.587,33.043,31.603,30.551,30.834,33.502,30.864,29.196,31.274,28.291,28.47,23.727,25.917,23.883,24.251,22.348,
1/14/2022,-34.211,-29.298,-29.35,-33.403,-29.984,-27.42,-25.956,-32.174,-29.183,-26.591,-26.431,-18.36,,-20.22,-15.72,-15.115,-14.134,-12.802,-5.713,-6.458,-0.247,-2.404,5.15,9.666,7.179,10.779,14.587,23.588,17.837,25.66,21.183,29.467,23.965,27.144,31.683,28.769,31.112,31.156,33.828,31.551,31.799,30.434,29.452,29.704,32.428,29.737,28.113,30.31,27.133,27.2,22.462,24.815,23.052,23.216,21.237,
1/13/2022,-35.853,-30.827,-30.006,-33.896,-30.436,-27.838,-26.629,-32.505,-29.243,-26.382,-26.41,-18.159,,-19.753,-15.561,-15.098,-13.704,-12.604,-5.738,-6.598,-0.535,-2.69,4.888,9.562,6.887,10.906,14.669,23.766,18.162,26.058,21.589,29.301,24.296,27.523,31.854,28.359,31.457,31.439,33.718,31.596,31.973,30.575,29.733,29.695,32.503,29.781,28.329,30.447,26.594,26.818,22.087,24.441,22.401,23.008,21.053,
1/12/2022,-34.441,-29.352,-28.649,-32.551,-28.838,-25.835,-25.329,-31.281,-28.067,-25.215,-25.344,-17.266,,-18.799,-14.427,-14.152,-13.008,-11.67,-5.116,-5.887,0.241,-2.208,5.776,10.223,7.18,11.363,15.048,24.777,18.68,26.512,21.936,29.534,24.483,27.971,32.523,28.663,31.463,31.889,34.299,32.449,32.35,31.073,29.822,30.295,32.806,30.358,28.932,30.661,27.375,27.542,22.788,24.925,23.189,23.519,21.244,
1/11/2022,-34.483,-29.535,-28.213,-33.852,-30.539,-27.62,-26.871,-33.668,-30.051,-27.242,-27.179,-18.535,,-20.355,-15.669,-15.324,-14.115,-12.822,-6.42,-6.857,-0.652,-2.9,4.627,9.14,6.382,10.48,12.742,22.077,16.445,24.818,20.237,28.138,22.953,26.02,30.644,27.24,29.498,30.089,32.941,30.75,30.819,29.751,28.277,28.824,31.293,28.897,27.556,29.269,26.132,26.75,21.692,23.977,22.175,22.457,20.08,
1/10/2022,-33.943,-29.299,-28.005,-34.014,-30.398,-27.067,-27.198,-34.635,-30.801,-27.353,-27.71,-18.821,,-20.771,-16.155,-15.648,-14.517,-13.119,-6.526,-7.184,-1.091,-2.865,4.546,8.496,6.216,9.949,13.102,22.742,16.803,25.065,20.572,28.142,23.622,26.79,31.212,27.861,30.456,31.099,33.772,31.626,31.826,30.379,29.18,29.432,32.05,29.659,28.663,30.104,27.33,27.936,23.181,25.583,23.592,24.03,21.675,
1/7/2022,-34.689,-29.759,-28.699,-34.973,-31.519,-28.327,-28.423,-35.584,-31.621,-28.325,-28.386,-19.843,,-21.353,-16.906,-16.169,-14.844,-13.279,-6.695,-7.574,-0.779,-2.855,4.595,8.846,6.146,9.967,13.094,22.704,17.144,25.298,21.196,28.422,23.731,27.191,31.542,28.085,31.006,31.56,34.225,32.151,32.397,30.964,30.097,30.267,32.743,30.371,29.932,31.035,28.119,28.352,23.729,25.802,23.991,24.327,21.781,
1/6/2022,-35.174,-29.921,-29.584,-35.571,-31.872,-29.27,-29.106,-37.209,-31.973,-28.896,-29.007,-20.424,,-21.965,-17.426,-16.993,-15.892,-14.445,-6.654,-7.432,-0.818,-2.93,4.718,8.515,6.141,10.057,13.667,22.921,17.282,25.672,21.203,29.365,24.637,27.823,32.384,28.863,31.266,31.684,34.857,32.873,32.886,31.402,30.403,30.82,33.086,30.185,30.097,30.946,28.095,28.754,23.87,25.784,23.691,24.222,21.844,
1/5/2022,-36.08,-31.02,-30.659,-36.422,-32.782,-29.233,-29.701,-37.126,-32.377,-29.481,-28.64,-20.351,,-21.777,-16.791,-17.672,-16.304,-14.368,-7.312,-7.984,-0.997,-2.642,5.258,9.029,5.853,10.791,13.472,23.815,18.279,26.791,22.168,29.733,24.488,28.431,32.19,28.783,31.292,32.5,35.374,32.357,32.807,31.486,30.161,30.198,33.159,30.49,29.689,30.788,27.73,28.174,23.026,24.797,23.518,23.83,20.563,
1/4/2022,-35.322,-29.915,-29.341,-35.434,-32.065,-28.674,-29.218,-36.394,-32.114,-29.824,-29.062,-19.698,,-22.712,-17.887,-17.932,-16.788,-15.196,-7.918,-8.639,-1.719,-2.933,3.929,9.1,5.821,10.686,13.15,23.284,17.325,25.982,21.64,28.951,24.267,27.612,31.947,28.567,31.497,31.338,34.498,32.858,32.686,30.281,29.508,29.006,32.61,29.552,29.055,30.031,27.244,27.577,22.358,24.114,22.064,22.399,18.988,
12/31/2021,-44.747,-39.385,-35.087,-40.703,-36.892,-33.063,-34.12,-41.325,-36.019,-34.168,-34.166,-24.308,,-27.952,-22.607,-22.879,-19.49,-18.688,-11.444,-11.963,-4.531,-5.986,1.861,7.138,4.288,10.187,10.89,22.135,16.011,24.704,20.137,27.821,23.034,26.319,31.394,27.304,30.708,30.223,33.585,31.885,31.254,29.232,28.285,27.825,30.987,28.184,27.631,28.257,25.61,25.71,20.88,22.743,20.823,21.37,16.966,
12/30/2021,-44.832,-38.697,-35.886,-41.908,-38.679,-34.483,-35.601,-42.869,-38.082,-35.904,-35.087,-25.485,,-28.743,-23.865,-23.941,-21.535,-19.677,-12.425,-12.55,-4.887,-6.978,1.592,6.584,3.092,8.918,11.256,22.52,16.791,24.877,20.4,27.971,23.277,26.246,30.875,27.313,31.119,30.899,33.499,30.988,31.615,29.249,28.185,28.249,31.486,28.078,27.491,28.555,25.243,25.684,20.682,22.142,20.513,20.929,17.244,
12/29/2021,-42.279,-37.342,-36.336,-42.711,-38.917,-35.133,-35.972,-43.279,-38.566,-36.995,-36.315,-27.146,,-29.397,-23.997,-23.732,-21.667,-19.408,-12.148,-12.521,-5.547,-7.093,1.334,6.586,3.243,8.919,11.429,21.871,16.418,24.695,19.989,27.612,22.859,26.373,30.821,26.747,30.331,30.642,33.222,31.287,31.168,29.12,28.063,27.175,30.762,27.889,27.309,27.864,25.301,25.657,21.134,22.026,20.579,20.858,17.651,
12/24/2021,-44.286,-39.965,-40.152,-47.337,-42.935,-37.383,-39.703,-46.138,-41.175,-39.167,-37.325,-28.45,,-30.708,-25.933,-25.892,-22.884,-21.401,-14.535,-14.783,-6.938,-8.11,0.393,6.231,1.827,8.054,10.919,21.448,15.861,24.84,19.521,27.849,22.329,25.421,29.933,26.155,30.112,29.936,32.647,30.369,30.48,28.13,27.038,27.491,30.61,26.746,26.263,27.195,24.705,25.018,20.441,21.575,19.919,20.405,17.134,
12/23/2021,-42.37,-37.998,-37.558,-45.158,-40.882,-36.382,-38.444,-45.195,-39.524,-38.495,-37.18,-27.913,,-31.083,-26.031,-25.868,-23.133,-21.181,-14.763,-14.923,-7.197,-8.994,-0.053,5.601,1.523,7.49,10.568,21.201,15.708,24.161,19.591,27.511,22.376,25.581,29.754,26.324,29.964,30.254,32.617,30.901,30.632,28.564,27.358,26.94,30.231,27.091,26.668,27.558,25.153,25.519,20.763,22.069,20.45,20.763,17.388,
12/22/2021,-43.322,-39.374,-38.048,-46.709,-42.772,-37.753,-39.894,-46.532,-40.598,-39.443,-37.701,-28.229,,-32.053,-27.108,-27.1,-23.988,-22.342,-15.732,-16.066,-8.265,-10.291,-1.206,4.43,0.5,7.095,9.724,20.946,15.444,23.882,19.208,26.473,21.664,25.22,29.117,25.685,29.485,29.751,32.285,30.224,30.2,28.316,27.061,26.506,30.121,27.032,26.369,26.972,25.048,25.542,20.842,21.888,20.27,20.75,17.261,
12/21/2021,-44.774,-40.509,-38.499,-47.25,-42.652,-37.856,-39.353,-46.329,-40.168,-39.092,-37.445,-27.846,,-31.381,-26.278,-26.007,-23.216,-21.276,-14.862,-14.916,-7.541,-9.588,-0.523,5.106,1.233,7.005,10.139,21.679,16.331,24.656,19.949,27.479,22.625,25.696,30.098,26.672,30.352,30.786,32.988,31.193,31.055,28.895,27.996,27.526,30.786,27.742,27.185,27.956,25.824,26.196,21.603,22.639,21.111,21.556,18.009,
12/20/2021,-46.599,-41.839,-37.917,-47.214,-42.204,-36.23,-37.997,-44.208,-38.291,-37.687,-35.909,-26.234,,-30.539,-25.349,-26.013,-23.453,-20.564,-15.42,-15.7,-8.307,-10.324,-0.535,4.961,0.565,7.201,9.442,20.995,15.986,24.997,19.173,27.666,22.113,26.359,29.773,26.037,30.828,30.461,32.966,31.845,32.236,29.666,29.041,27.67,32.075,27.798,28.001,28.81,26.456,26.877,22.174,24.075,22.091,22.479,19.187,
12/17/2021,-49.236,-44.711,-40.81,-49.387,-44.522,-37.77,-40.128,-45.989,-39.404,-38.037,-35.885,-25.893,,-29.657,-24.818,-25.178,-22.691,-20.758,-14.475,-14.425,-6.664,-8.826,0.601,6.029,2.515,8.455,11.166,23.158,17.312,25.951,20.931,28.904,23.849,27.017,31.565,28.024,31.894,32.294,34.979,32.824,33.369,31.567,30.08,29.491,33.273,30.051,29.765,30.41,27.588,28.363,23.81,24.756,23.37,23.824,20.329,
12/16/2021,-48.158,-43.901,-39.885,-48.911,-44.34,-37.906,-40.324,-46.26,-39.789,-38.229,-36.269,-26.158,,-29.663,-24.22,-25.304,-22.947,-20.725,-14.76,-14.42,-6.416,-8.768,1.204,6.142,2.513,8.11,10.831,22.724,18.085,26.778,21.057,29.86,24.332,27.439,32.25,28.667,32.46,32.902,36.398,33.513,34.139,32.207,31.23,31.51,33.954,30.481,30.322,31.671,28.021,28.823,24.137,25.343,23.571,24.124,20.599,
12/15/2021,-45.538,-41.736,-38.03,-47.1,-42.674,-36.714,-39.102,-44.921,-39.274,-38.275,-36.358,-26.986,,-30.598,-25.382,-26.406,-23.908,-22.892,-15.997,-15.847,-8.386,-10.723,-1.061,4.089,0.699,5.827,10.703,22.366,17.623,25.534,20.561,28.382,23.614,26.908,31.095,27.398,31.767,32.016,35.202,32.564,33.139,31.923,30.46,29.784,33.123,30.07,29.642,30.536,28.345,29.217,23.589,25.312,23.602,23.746,20.689,
12/14/2021,-44.872,-41.686,-37.982,-47.336,-43.008,-36.935,-39.942,-46.098,-40.028,-38.266,-36.477,-26.223,,-30.137,-25.142,-25.984,-23.661,-22.272,-15.613,-15.59,-7.858,-9.674,-0.256,4.946,1.411,6.994,11.944,22.999,17.557,26.088,21.162,29.405,24.037,27.094,31.758,27.546,31.796,32.187,35.223,32.732,33.554,32.123,30.166,30.347,33.28,29.806,29.69,30.894,27.727,29.045,23.366,25.444,23.135,23.6,20.679,
12/13/2021,-46.689,-43.315,-39.487,-48.965,-44.3,-37.402,-41.189,-46.928,-40.519,-38.684,-36.012,-26.31,,-29.224,-24.565,-24.937,-22.831,-21.6,-15.236,-15.555,-7.04,-8.887,0.586,4.831,2.246,7.563,12.539,23.117,18.175,26.449,21.282,29.984,24.449,27.623,32.349,28.249,32.423,32.549,35.815,33.324,34.016,32.118,30.464,30.443,33.61,29.941,29.948,31.268,28.108,29.204,23.686,25.352,24.005,24.283,20.9,
12/10/2021,-44.381,-40.686,-37.435,-47.039,-42.739,-36.926,-40.297,-46.41,-40.283,-38.672,-36.586,-27.287,,-30.757,-25.662,-25.842,-23.521,-22.484,-15.988,-15.1,-7.131,-8.344,1.171,5.692,2.186,8.019,12.496,22.827,17.276,26.772,20.915,29.936,24.463,26.675,32.55,27.433,32.001,32.503,35.879,32.695,33.778,32.054,29.624,30.664,33.529,29.634,28.927,31.109,27.133,27.542,21.916,24.697,22.824,23.168,20.096,
12/9/2021,-44.335,-40.943,-38.113,-48.152,-44.224,-37.585,-41.798,-47.867,-42.153,-40.237,-38.691,-29.685,,-32.273,-27.098,-26.819,-24.347,-23.116,-15.567,-15.293,-7.178,-9.147,0.025,5.367,1.879,6.964,11.654,21.646,16.83,25.226,19.238,28.497,22.348,24.968,30.511,26.206,29.465,30.125,33.801,30.397,31.471,29.575,27.775,27.862,31.05,26.515,26.532,28.32,23.843,24.95,18.837,21.295,19.352,19.617,15.91,
12/8/2021,-42.314,-38.626,-36.25,-46.281,-42.492,-35.991,-40.448,-47.444,-40.743,-39.565,-37.858,-28.727,,-32.121,-27.199,-27.239,-25.364,-23.872,-14.492,-14.79,-6.22,-8.914,0.753,5.33,1.657,7.677,10.008,20.121,14.711,23.198,17.266,26.247,19.44,23.037,28.083,23.149,26.245,26.432,30.277,27.429,28.406,26.68,24.787,25.767,28.601,23.449,24.498,25.931,19.41,20.705,15.208,17.843,15.816,15.35,12.641,
12/7/2021,-42.026,-38.985,-37.077,-46.889,-43.246,-37.827,-41.329,-48.194,-41.548,-40.585,-37.971,-29.211,,-32.101,-26.673,-27.595,-25.458,-23.98,-16.257,-14.958,-7.67,-10.468,-0.962,5.007,1.032,7.264,9.303,19.939,13.883,22.15,16.782,25.074,19.394,22.335,27.452,22.149,26.075,26.452,30.213,27.48,27.922,26.131,23.671,25.427,28.221,23.002,23.568,25.67,19.682,21.241,15.315,17.501,16.126,15.858,12.833,
12/6/2021,-40.868,-37.796,-35.968,-45.62,-42.125,-35.551,-39.956,-46.254,-40.023,-38.781,-36.846,-28.016,,-30.487,-25.789,-26.471,-24.393,-23.455,-15.273,-14.649,-6.949,-9.766,-0.18,5.277,1.111,7.219,10.176,20.572,14.722,22.702,17.288,26.473,19.965,22.757,27.801,22.842,26.583,26.955,30.577,27.707,28.765,27.095,24.939,25.793,28.712,24.955,25.847,27.14,21.752,23.025,17.316,19.763,18.064,17.578,14.563,
12/3/2021,-40.083,-36.885,-36.191,-45.481,-42.431,-36.972,-40.975,-47.115,-39.885,-38.659,-37.023,-27.652,,-30.437,-25.93,-26.467,-23.876,-23.407,-15.141,-14.391,-6.613,-9.387,0.166,6.87,2.704,7.988,11.026,22.068,15.332,23.167,18.749,26.881,20.94,23.916,28.509,23.439,27.555,27.162,31.562,28.008,28.891,27.097,25.347,25.926,28.566,25.874,25.835,27.402,22.741,24.144,19.447,21.805,19.775,19.102,16.043,
12/2/2021,-39.921,-36.666,-34.82,-45.715,-42.423,-36.305,-40.153,-46.429,-39.904,-38.545,-35.52,-27.929,,-31.432,-26.282,-27.166,-25.29,-24.272,-16.372,-15.457,-8.053,-9.93,-0.866,5.97,1.598,7.869,10.892,21.232,14.726,22.927,17.65,26.862,20.432,23.134,28.304,23.003,25.78,26.093,29.915,26.935,27.81,26.271,24.046,25.861,29.022,24.148,24.823,26.128,22.607,22.645,18.152,19.487,18.669,17.122,13.559,
12/1/2021,-40.243,-37.882,-37.028,-47.515,-44.197,-37.556,-41.951,-47.92,-41.04,-38.451,-36.515,-27.245,,-31.679,-26.616,-27.093,-24.418,-23.161,-15.673,-14.724,-6.483,-9.345,1.967,,3.502,9.513,13.121,24.022,17.009,24.947,20.014,29.019,22.881,24.941,30.034,24.687,27.557,27.764,31.153,28.314,28.881,27.298,25.551,25.968,29.073,24.53,25.621,27.044,21.884,22.916,17.415,19.755,17.405,17.775,13.468,
11/30/2021,-42.85,-40.422,-42.29,-51.301,-49.086,-43.572,-46.891,-52.85,-45.648,-44.128,-41.196,-32.261,,-35.64,-30.767,-30.463,-27.345,-26.556,-18.678,-17.146,-9.084,-11.229,-0.316,,0.872,7.684,10.718,20.951,14.442,22.608,18.298,27.338,20.418,23.358,29.053,23.279,24.941,25.607,29.261,26.751,26.735,24.661,22.454,23.745,26.206,21.99,22.772,25.497,18.431,20.516,14.662,17.896,15.558,14.956,11.214,
11/29/2021,-39.143,-36.412,-39.102,-47.677,-45.463,-39.67,-43.244,-49.334,-42.413,-41.137,-39.048,-30.632,,-33.451,-28.861,-28.375,-26.177,-24.556,-17.015,-16.184,-8.212,-10.549,-0.285,,1.877,7.629,11.819,21.515,15.908,24.07,19.778,28.46,22.043,25.185,29.999,25.082,26.765,26.808,31.263,28.03,28.436,26.868,24.569,25.212,28.381,24.107,24.868,26.949,21.19,22.652,17.179,20.208,18.37,17.16,14.352,
11/26/2021,-41.867,-39.319,-40.489,-49.347,-47.15,-41.53,-45.642,-51.172,-44.809,-42.891,-41.422,-32.149,,-34.878,-30.87,-30.222,-27.242,-26.852,-18.825,-18.147,-10.439,-12.348,-1.791,,0.309,4.079,10.694,19.783,14.342,22.472,18.035,26.967,20.931,23.029,29.106,23.545,25.899,25.979,29.362,27.097,27.33,26.568,24.048,24.428,27.031,23.462,23.368,26.12,21.821,22.333,17.189,20.4,18.72,18.2,14.737,
11/25/2021,-38.722,-36.125,-38.966,-47.288,-44.51,-39.605,-42.876,-48.953,-43.928,-40.233,-38.862,-29.907,,-32.199,-27.589,-26.679,-24.595,-23.516,-15.238,-14.308,-6.495,-8.149,1.361,,3.399,6.777,12.699,21.589,16.212,24.459,19.785,29.004,22.367,25.082,30.462,25.717,27.711,27.908,31.949,28.991,29.295,27.439,25.305,26.532,29.513,25.163,25.291,28.091,22.606,23.95,19.091,22.523,20.407,19.658,16.735,
11/24/2021,-38.542,-35.79,-38.478,-47.818,-45.083,-39.858,-42.716,-48.965,-45.154,-40.593,-38.722,-29.809,,-32.534,-28.073,-26.607,-23.558,-22.682,-14.213,-13.035,-5.548,-6.972,2.38,,4.404,7.484,13.326,21.782,17.027,24.411,20.41,28.998,22.791,25.708,31.292,25.762,28.354,28.735,33.061,29.649,29.476,27.771,25.656,26.561,30.111,25.364,25.189,28.652,22.547,23.312,18.531,22.298,20.647,19.823,16.97,
